statusId | label
7|climbing
statusId|sensorName|value|timestamp
7|Gravity|[-0.28252164,0.20581087,9.800419]|1525740462672
7|3-axis Accelerometer|[-0.23463176,0.1388637,9.825804]|1525740462677
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0010652969,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462677
7|3-axis Gyroscope|[0.0,0.0031958907,-0.0021305939]|1525740462678
7|Game Rotation Vector|[0.015210685,0.009300226,-0.38258484,0.9237483]|1525740462678
7|Linear Acceleration|[0.048004642,-0.066933185,0.025387764]|1525740462677
7|Gravity|[-0.2826364,0.20579688,9.800416]|1525740462677
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0010652969,0.0,0.009587673,-0.0042611877,0.0031958907]|1525740462682
7|3-axis Gyroscope|[0.0,0.0031958907,-0.0031958907]|1525740462682
7|Game Rotation Vector|[0.015211971,0.009305468,-0.38259193,0.92374533]|1525740462682
7|Linear Acceleration|[0.048110828,-0.06691493,0.025390625]|1525740462682
7|Gravity|[-0.2827426,0.20577863,9.800413]|1525740462682
7|3-axis Accelerometer|[-0.23463176,0.16759412,9.849746]|1525740462687
7|3-axis Uncalibrated Gyroscope|[0.0063917814,0.0,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462687
7|3-axis Gyroscope|[-0.0031958907,0.0042611877,-0.0010652969]|1525740462687
7|Game Rotation Vector|[0.015206893,0.009316245,-0.38259417,0.9237443]|1525740462687
7|Linear Acceleration|[0.048268512,-0.03801094,0.049333572]|1525740462688
7|Gravity|[-0.28290027,0.20560506,9.800412]|1525740462688
7|3-axis Uncalibrated Gyroscope|[0.01065297,0.0,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462692
7|3-axis Gyroscope|[0.0010652969,0.0042611877,-0.0021305939]|1525740462692
7|Game Rotation Vector|[0.015211457,0.009322793,-0.38259888,0.9237421]|1525740462692
7|Linear Acceleration|[0.04842244,-0.038043007,0.04933834]|1525740462692
7|Gravity|[-0.2830542,0.20563713,9.800407]|1525740462692
7|3-axis Accelerometer|[-0.30645782,0.12449849,9.902418]|1525740462697
7|3-axis Uncalibrated Gyroscope|[0.011718267,-0.0010652969,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462697
7|3-axis Gyroscope|[0.0021305939,0.0031958907,-0.0021305939]|1525740462697
7|Game Rotation Vector|[0.015217085,0.009325906,-0.38260356,0.92374]|1525740462697
7|Linear Acceleration|[-0.023303956,-0.081215814,0.102015495]|1525740462697
7|Gravity|[-0.28315386,0.2057143,9.800403]|1525740462696
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0031958907,0.009587673,-0.0042611877,0.0031958907]|1525740462702
7|3-axis Gyroscope|[0.0,0.0021305939,0.0]|1525740462702
7|Game Rotation Vector|[0.015214943,0.009323957,-0.3826036,0.92374]|1525740462702
7|Linear Acceleration|[-0.023355275,-0.081191644,0.10201359]|1525740462702
7|Gravity|[-0.28310254,0.20569013,9.800405]|1525740462702
7|3-axis Accelerometer|[-0.20590134,0.14844051,9.916783]|1525740462707
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0021305939,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462707
7|3-axis Gyroscope|[0.0,0.0021305939,-0.0021305939]|1525740462707
7|Game Rotation Vector|[0.015212631,0.0093219215,-0.38260362,0.92374]|1525740462707
7|Linear Acceleration|[0.07714696,-0.057223007,0.11637688]|1525740462707
7|Gravity|[-0.2830483,0.20566352,9.800406]|1525740462707
7|3-axis Uncalibrated Gyroscope|[0.0085223755,-0.0010652969,0.0021305939,0.009587673,-0.0042611877,0.0031958907]|1525740462711
7|3-axis Gyroscope|[-0.0010652969,0.0031958907,-0.0010652969]|1525740462711
7|Game Rotation Vector|[0.0152107,0.009327856,-0.38260582,0.9237391]|1525740462712
7|Linear Acceleration|[0.07724048,-0.057142824,0.11637783]|1525740462712
7|Gravity|[-0.28314182,0.20558333,9.8004055]|1525740462712
7|3-axis Accelerometer|[-0.30166942,0.17717093,9.859323]|1525740462717
7|3-axis Uncalibrated Gyroscope|[0.009587673,-0.0042611877,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462717
7|3-axis Gyroscope|[0.0,0.0,-0.0021305939]|1525740462717
7|Game Rotation Vector|[0.015208217,0.009325814,-0.38260582,0.9237391]|1525740462717
7|Linear Acceleration|[-0.018583208,-0.028382733,0.058914185]|1525740462717
7|Gravity|[-0.2830862,0.20555367,9.800408]|1525740462717
7|3-axis Uncalibrated Gyroscope|[0.0063917814,-0.0021305939,0.0010652969,0.009587673,-0.0042611877,0.0031958907]|1525740462722
7|3-axis Gyroscope|[-0.0031958907,0.0021305939,-0.0021305939]|1525740462722
7|Game Rotation Vector|[0.015200433,0.009331798,-0.38261053,0.9237371]|1525740462721
7|Linear Acceleration|[-0.018532127,-0.028195381,0.058912277]|1525740462721
