statusId | label
8|climbing
statusId|sensorName|value|timestamp
8|3-axis Gyroscope|[0.6796594,-0.091615535,-0.5912398]|1525758733779
8|Game Rotation Vector|[0.302436,0.78925514,0.41406536,0.33787388]|1525758733779
8|Linear Acceleration|[1.8499515,-0.15388298,7.599896]|1525758733779
8|Gravity|[-2.7741134,8.413878,-4.204918]|1525758733779
8|3-axis Accelerometer|[-0.29688102,9.504981,3.763685]|1525758733784
8|3-axis Uncalibrated Gyroscope|[0.6572882,-0.117182665,-0.5827174,0.009587673,-0.0031958907,0.0021305939]|1525758733784
8|3-axis Gyroscope|[0.64770055,-0.113986775,-0.58484805]|1525758733783
8|Game Rotation Vector|[0.30195922,0.790243,0.4122549,0.33820477]|1525758733783
8|Linear Acceleration|[2.503502,1.112339,7.993557]|1525758733783
8|Gravity|[-2.8003829,8.392642,-4.2298717]|1525758733783
